FID,REGION_CODE,REGION_DESCRIPTION,SITE_NAME,TEMP_C,DEPTH,MOORING_CODE,MOORING_DESCRIPTION,SUBSTRATE_TYPE_CODE,SUBSTRATE_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,GEOM,DATETIME_LOCAL,DATETIME_UTC
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a61,3,East Coast,Cape Peron,16.582,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-18T06:00:00,2010-01-17T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a60,3,East Coast,Cape Peron,16.963,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-18T14:00:00,2010-01-18T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5f,3,East Coast,Cape Peron,16.987,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-18T22:00:00,2010-01-18T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5e,3,East Coast,Cape Peron,16.844,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-19T06:00:00,2010-01-18T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5d,3,East Coast,Cape Peron,16.868,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-19T14:00:00,2010-01-19T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5c,3,East Coast,Cape Peron,16.749,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-19T22:00:00,2010-01-19T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5b,3,East Coast,Cape Peron,16.725,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-20T06:00:00,2010-01-19T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a5a,3,East Coast,Cape Peron,16.844,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-20T14:00:00,2010-01-20T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a59,3,East Coast,Cape Peron,16.82,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-20T22:00:00,2010-01-20T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a58,3,East Coast,Cape Peron,16.677,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-21T06:00:00,2010-01-20T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a57,3,East Coast,Cape Peron,16.796,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-21T14:00:00,2010-01-21T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a56,3,East Coast,Cape Peron,17.391,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-21T22:00:00,2010-01-21T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a55,3,East Coast,Cape Peron,17.058,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-22T06:00:00,2010-01-21T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a54,3,East Coast,Cape Peron,17.153,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-22T14:00:00,2010-01-22T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a53,3,East Coast,Cape Peron,17.582,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-22T22:00:00,2010-01-22T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a52,3,East Coast,Cape Peron,17.415,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-23T06:00:00,2010-01-22T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a51,3,East Coast,Cape Peron,16.939,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-23T14:00:00,2010-01-23T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a50,3,East Coast,Cape Peron,16.892,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-23T22:00:00,2010-01-23T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4f,3,East Coast,Cape Peron,16.773,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-24T06:00:00,2010-01-23T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4e,3,East Coast,Cape Peron,16.987,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-24T14:00:00,2010-01-24T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4d,3,East Coast,Cape Peron,17.249,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-24T22:00:00,2010-01-24T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4c,3,East Coast,Cape Peron,17.534,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-25T06:00:00,2010-01-24T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4b,3,East Coast,Cape Peron,17.106,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-25T14:00:00,2010-01-25T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a4a,3,East Coast,Cape Peron,17.201,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-25T22:00:00,2010-01-25T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a49,3,East Coast,Cape Peron,17.748,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-26T06:00:00,2010-01-25T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a48,3,East Coast,Cape Peron,17.439,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-26T14:00:00,2010-01-26T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a47,3,East Coast,Cape Peron,17.201,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-26T22:00:00,2010-01-26T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a46,3,East Coast,Cape Peron,17.106,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-27T06:00:00,2010-01-26T20:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a45,3,East Coast,Cape Peron,17.201,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-27T14:00:00,2010-01-27T04:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a44,3,East Coast,Cape Peron,17.51,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-27T22:00:00,2010-01-27T12:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a43,3,East Coast,Cape Peron,17.534,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-28T08:00:00,2010-01-27T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a42,3,East Coast,Cape Peron,17.153,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-28T16:00:00,2010-01-28T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a41,3,East Coast,Cape Peron,17.249,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T00:00:00,2010-01-28T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a40,3,East Coast,Cape Peron,17.915,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T08:00:00,2010-01-28T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3f,3,East Coast,Cape Peron,17.51,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T16:00:00,2010-01-29T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3e,3,East Coast,Cape Peron,17.082,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T00:00:00,2010-01-29T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3d,3,East Coast,Cape Peron,17.463,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T08:00:00,2010-01-29T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3c,3,East Coast,Cape Peron,17.439,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T16:00:00,2010-01-30T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3b,3,East Coast,Cape Peron,17.034,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T00:00:00,2010-01-30T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a3a,3,East Coast,Cape Peron,18.224,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T08:00:00,2010-01-30T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a39,3,East Coast,Cape Peron,18.319,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T16:00:00,2010-01-31T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a38,3,East Coast,Cape Peron,18.247,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T00:00:00,2010-01-31T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a37,3,East Coast,Cape Peron,17.034,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T08:00:00,2010-01-31T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a36,3,East Coast,Cape Peron,16.844,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T16:00:00,2010-02-01T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a35,3,East Coast,Cape Peron,16.963,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T00:00:00,2010-02-01T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a34,3,East Coast,Cape Peron,17.011,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T08:00:00,2010-02-01T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a33,3,East Coast,Cape Peron,18.485,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T16:00:00,2010-02-02T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a32,3,East Coast,Cape Peron,18.509,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T00:00:00,2010-02-02T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a31,3,East Coast,Cape Peron,17.867,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T08:00:00,2010-02-02T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a30,3,East Coast,Cape Peron,18.485,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T16:00:00,2010-02-03T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2f,3,East Coast,Cape Peron,18.343,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T00:00:00,2010-02-03T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2e,3,East Coast,Cape Peron,18.033,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T08:00:00,2010-02-03T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2d,3,East Coast,Cape Peron,17.677,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T16:00:00,2010-02-04T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2c,3,East Coast,Cape Peron,18.961,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T00:00:00,2010-02-04T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2b,3,East Coast,Cape Peron,18.224,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T08:00:00,2010-02-04T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a2a,3,East Coast,Cape Peron,18.105,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T16:00:00,2010-02-05T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a29,3,East Coast,Cape Peron,17.368,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T00:00:00,2010-02-05T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a28,3,East Coast,Cape Peron,17.463,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T08:00:00,2010-02-05T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a27,3,East Coast,Cape Peron,17.653,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T16:00:00,2010-02-06T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a26,3,East Coast,Cape Peron,17.962,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-07T00:00:00,2010-02-06T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a25,3,East Coast,Cape Peron,18.033,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-07T08:00:00,2010-02-06T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a24,3,East Coast,Cape Peron,17.843,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-07T16:00:00,2010-02-07T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a23,3,East Coast,Cape Peron,18.057,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-08T00:00:00,2010-02-07T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a22,3,East Coast,Cape Peron,18.176,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-08T08:00:00,2010-02-07T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a21,3,East Coast,Cape Peron,17.582,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-08T16:00:00,2010-02-08T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a20,3,East Coast,Cape Peron,17.463,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-09T00:00:00,2010-02-08T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1f,3,East Coast,Cape Peron,17.796,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-09T08:00:00,2010-02-08T22:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1e,3,East Coast,Cape Peron,17.32,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-09T16:00:00,2010-02-09T06:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1d,3,East Coast,Cape Peron,18.39,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-10T00:00:00,2010-02-09T14:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1c,3,East Coast,Cape Peron,17.368,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-28T12:00:00,2010-01-28T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1b,3,East Coast,Cape Peron,17.748,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-28T20:00:00,2010-01-28T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a1a,3,East Coast,Cape Peron,17.962,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T04:00:00,2010-01-28T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a19,3,East Coast,Cape Peron,17.748,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T12:00:00,2010-01-29T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a18,3,East Coast,Cape Peron,17.486,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-29T20:00:00,2010-01-29T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a17,3,East Coast,Cape Peron,17.153,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T04:00:00,2010-01-29T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a16,3,East Coast,Cape Peron,17.748,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T12:00:00,2010-01-30T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a15,3,East Coast,Cape Peron,17.391,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-30T20:00:00,2010-01-30T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a14,3,East Coast,Cape Peron,17.201,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T04:00:00,2010-01-30T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a13,3,East Coast,Cape Peron,18.176,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T12:00:00,2010-01-31T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a12,3,East Coast,Cape Peron,17.486,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-01-31T20:00:00,2010-01-31T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a11,3,East Coast,Cape Peron,17.605,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T04:00:00,2010-01-31T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a10,3,East Coast,Cape Peron,17.13,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T12:00:00,2010-02-01T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0f,3,East Coast,Cape Peron,17.034,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-01T20:00:00,2010-02-01T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0e,3,East Coast,Cape Peron,17.486,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T04:00:00,2010-02-01T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0d,3,East Coast,Cape Peron,18.01,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T12:00:00,2010-02-02T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0c,3,East Coast,Cape Peron,18.485,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-02T20:00:00,2010-02-02T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0b,3,East Coast,Cape Peron,18.485,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T04:00:00,2010-02-02T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a0a,3,East Coast,Cape Peron,18.366,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T12:00:00,2010-02-03T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a09,3,East Coast,Cape Peron,18.295,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-03T20:00:00,2010-02-03T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a08,3,East Coast,Cape Peron,18.604,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T04:00:00,2010-02-03T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a07,3,East Coast,Cape Peron,18.319,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T12:00:00,2010-02-04T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a06,3,East Coast,Cape Peron,17.986,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-04T20:00:00,2010-02-04T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a05,3,East Coast,Cape Peron,18.747,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T04:00:00,2010-02-04T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a04,3,East Coast,Cape Peron,18.129,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T12:00:00,2010-02-05T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a03,3,East Coast,Cape Peron,16.558,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-05T20:00:00,2010-02-05T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a02,3,East Coast,Cape Peron,16.677,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T04:00:00,2010-02-05T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a01,3,East Coast,Cape Peron,17.653,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T12:00:00,2010-02-06T02:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-a00,3,East Coast,Cape Peron,17.891,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-06T20:00:00,2010-02-06T10:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-9ff,3,East Coast,Cape Peron,18.081,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-07T04:00:00,2010-02-06T18:00:00
IWT_LOGGER_GV_DATA.fid--5bc17bf2_17e9adfc0ff_-9fe,3,East Coast,Cape Peron,17.819,12,2,Concrete Tyre pvc,3,Loose rocks,-42.7432,148.0126,POINT (148.01265 -42.74315),2010-02-07T12:00:00,2010-02-07T02:00:00
